SalesOrderNumber_num,Country,Region
61017,United States,Southwest
61018,United States,Northwest
61019,France,France
61020,United States,Northwest
61021,Canada,Canada
61022,United States,Southwest
61023,United States,Southwest
61024,United States,Northwest
61025,France,France
61026,United Kingdom,United Kingdom
61027,United Kingdom,United Kingdom
61028,Germany,Germany
61029,France,France
61030,United Kingdom,United Kingdom
61031,Australia,Australia
61032,Australia,Australia
61033,Australia,Australia
61034,United Kingdom,United Kingdom
61035,Germany,Germany
61036,France,France
61037,France,France
61038,United Kingdom,United Kingdom
61039,Australia,Australia
61040,Australia,Australia
61041,France,France
61042,France,France
61043,United Kingdom,United Kingdom
61044,United Kingdom,United Kingdom
61045,France,France
61046,United States,Southwest
61047,United States,Northwest
61048,United States,Northwest
61049,United States,Northwest
61050,Canada,Canada
61051,United States,Northwest
61052,United States,Northwest
61053,Canada,Canada
61054,Canada,Canada
61055,Canada,Canada
61056,United States,Southwest
61057,Canada,Canada
61058,Canada,Canada
61059,United States,Southwest
61060,Canada,Canada
61061,United Kingdom,United Kingdom
61062,United Kingdom,United Kingdom
61063,Germany,Germany
61064,United Kingdom,United Kingdom
61065,United Kingdom,United Kingdom
61066,United Kingdom,United Kingdom
61067,Germany,Germany
61068,France,France
61069,France,France
61070,Germany,Germany
61071,United States,Northwest
61072,France,France
61073,Canada,Canada
61074,United States,Northwest
61075,United States,Southwest
61076,United States,Southwest
61077,Canada,Canada
61078,United Kingdom,United Kingdom
61079,Australia,Australia
61080,Australia,Australia
61081,Australia,Australia
61082,Canada,Canada
61083,United States,Southwest
61084,United States,Southwest
61085,Canada,Canada
61086,United States,Southwest
61087,United States,Northwest
61088,Canada,Canada
61089,United States,Southwest
61090,Canada,Canada
61091,United States,Northwest
61092,Germany,Germany
61093,France,France
61094,France,France
61095,France,France
61096,United Kingdom,United Kingdom
61097,France,France
61098,Australia,Australia
61099,Australia,Australia
61100,Australia,Australia
61101,Australia,Australia
61102,Australia,Australia
61103,Australia,Australia
61104,Australia,Australia
61105,Australia,Australia
61106,Australia,Australia
61107,Australia,Australia
61108,Australia,Australia
61109,Australia,Australia
61110,Germany,Germany
61111,United Kingdom,United Kingdom
61112,Germany,Germany
61113,Germany,Germany
61114,United Kingdom,United Kingdom
61115,Canada,Canada
61116,United States,Southwest
61117,United States,Northwest
61118,Canada,Canada
61119,Canada,Canada
61120,Canada,Canada
61121,Canada,Canada
61122,Canada,Canada
61123,United States,Northwest
61124,United States,Southwest
61125,United States,Northwest
61126,Canada,Canada
61127,United States,Southwest
61128,United States,Northwest
61129,United States,Northwest
61130,Canada,Canada
61131,United States,Northwest
61132,United States,Southwest
61133,United Kingdom,United Kingdom
61134,Germany,Germany
61135,Germany,Germany
61136,France,France
61137,Germany,Germany
61138,Canada,Canada
61139,United Kingdom,United Kingdom
61140,France,France
61141,France,France
61142,United Kingdom,United Kingdom
61143,United Kingdom,United Kingdom
61144,France,France
61145,France,France
61146,United States,Northeast
61147,United States,Southwest
61148,United States,Southwest
61149,United States,Southwest
61150,United States,Southwest
61151,Canada,Canada
61152,United States,Southwest
61153,United States,Southwest
61154,United States,Southwest
61155,United States,Southwest
61156,United States,Northwest
61157,France,France
61158,Australia,Australia
61159,Australia,Australia
61160,Australia,Australia
61161,Australia,Australia
61162,Australia,Australia
61163,Australia,Australia
61164,Australia,Australia
61165,Australia,Australia
61166,United States,Southwest
61167,United States,Southwest
61168,Canada,Canada
61169,United Kingdom,United Kingdom
61170,United Kingdom,United Kingdom
61171,France,France
61172,United Kingdom,United Kingdom
61269,United States,Southwest
61270,Australia,Australia
61271,Australia,Australia
61272,Australia,Australia
61273,Australia,Australia
61274,Australia,Australia
61275,Australia,Australia
61276,Australia,Australia
61277,Germany,Germany
61278,United Kingdom,United Kingdom
61279,United Kingdom,United Kingdom
61280,United States,Southwest
61281,United States,Northwest
61282,United States,Southwest
61283,United States,Northwest
61284,United States,Southwest
61285,United States,Northwest
61286,Canada,Canada
61287,Canada,Canada
61288,Canada,Canada
61289,United States,Northwest
61290,United States,Southwest
61291,United States,Northwest
61292,United States,Southwest
61293,United States,Northwest
61294,United States,Southwest
61295,United States,Northwest
61296,Germany,Germany
61297,United Kingdom,United Kingdom
61298,United Kingdom,United Kingdom
61299,United States,Southwest
61300,United States,Southwest
61301,United States,Northwest
61302,United States,Southwest
61303,United Kingdom,United Kingdom
61304,United Kingdom,United Kingdom
61305,Australia,Australia
61306,Australia,Australia
61307,Australia,Australia
61308,Australia,Australia
61309,Australia,Australia
61310,Germany,Germany
61311,France,France
61312,Australia,Australia
61313,Germany,Germany
61314,Canada,Canada
61315,Australia,Australia
61316,Australia,Australia
61317,Australia,Australia
61318,Australia,Australia
61319,Australia,Australia
61320,Australia,Australia
61321,Australia,Australia
61322,Australia,Australia
61323,Germany,Germany
61324,Germany,Germany
61325,United Kingdom,United Kingdom
61326,Germany,Germany
61327,Germany,Germany
61328,United States,Northwest
61329,United States,Southwest
61330,United States,Southwest
61331,Canada,Canada
61332,United States,Southwest
61333,Canada,Canada
61334,United States,Southwest
61335,United States,Northwest
61336,United States,Southwest
61337,Canada,Canada
61338,United States,Southwest
61339,United States,Southwest
61340,United States,Southwest
61341,United Kingdom,United Kingdom
61342,Germany,Germany
61343,United Kingdom,United Kingdom
61344,France,France
61345,Germany,Germany
61346,United Kingdom,United Kingdom
61347,Germany,Germany
61348,France,France
61349,United Kingdom,United Kingdom
61350,United States,Northwest
61351,United States,Southwest
61352,United States,Southwest
61353,Canada,Canada
61354,United Kingdom,United Kingdom
61355,United Kingdom,United Kingdom
61356,United States,Southwest
61357,United States,Northwest
61358,United States,Northwest
61359,United States,Northwest
61360,United States,Northwest
61361,Australia,Australia
61362,Australia,Australia
61363,United States,Southwest
61364,United States,Southwest
61365,United States,Southwest
61366,France,France
61367,Australia,Australia
61368,Australia,Australia
61369,Australia,Australia
61370,Australia,Australia
61371,Australia,Australia
61372,United States,Northwest
61373,Australia,Australia
61374,Australia,Australia
61375,Australia,Australia
61376,Australia,Australia
61377,Australia,Australia
61378,Australia,Australia
61379,France,France
61380,Germany,Germany
61381,United Kingdom,United Kingdom
61382,Germany,Germany
61383,United Kingdom,United Kingdom
61384,United States,Southwest
61385,Canada,Canada
61386,United States,Southwest
61387,United States,Southwest
61388,Canada,Canada
61389,United States,Northwest
61390,United States,Southwest
61391,Canada,Canada
61392,United States,Northwest
61393,Canada,Canada
61394,Canada,Canada
61395,United States,Northwest
61396,Canada,Canada
61397,Canada,Canada
61398,Canada,Canada
61399,United States,Northwest
61400,United States,Northwest
61401,Canada,Canada
61402,United States,Southwest
61403,France,France
61404,United Kingdom,United Kingdom
61405,Germany,Germany
61406,France,France
61407,France,France
61408,United Kingdom,United Kingdom
61409,United States,Southwest
61410,United States,Southwest
61411,United States,Southwest
61412,United States,Southwest
61413,United States,Northwest
61414,United States,Northwest
61415,Canada,Canada
61416,Germany,Germany
61417,Australia,Australia
61418,Australia,Australia
61419,Australia,Australia
61420,Australia,Australia
61421,Canada,Canada
61422,Canada,Canada
61423,Germany,Germany
61424,Germany,Germany
61425,Australia,Australia
61426,Australia,Australia
61427,Australia,Australia
61428,Australia,Australia
61429,Australia,Australia
61430,Canada,Canada
61431,Australia,Australia
61432,Australia,Australia
61433,Australia,Australia
61434,Australia,Australia
61435,Australia,Australia
61436,Australia,Australia
61437,United Kingdom,United Kingdom
61438,Germany,Germany
61439,United Kingdom,United Kingdom
61440,Germany,Germany
61441,France,France
61442,France,France
61443,Canada,Canada
61444,Australia,Australia
61445,Canada,Canada
61446,Canada,Canada
61447,Canada,Canada
61448,United States,Northwest
61449,Canada,Canada
61450,United States,Southwest
61451,Canada,Canada
61452,Canada,Canada
61453,Canada,Canada
61454,Canada,Canada
61455,Canada,Canada
61456,United States,Northwest
61457,United States,Southwest
61458,Canada,Canada
61459,France,France
61460,France,France
61461,Canada,Canada
61462,Canada,Canada
61463,United States,Southwest
61464,United States,Northwest
61465,United States,Southwest
61466,United States,Southwest
61467,France,France
61468,France,France
61469,France,France
61470,United Kingdom,United Kingdom
61471,Australia,Australia
61472,Australia,Australia
61473,Australia,Australia
61474,United States,Southwest
61475,Canada,Canada
61476,United States,Southwest
61477,Canada,Canada
61478,United States,Northwest
61479,United States,Southwest
61480,France,France
61481,Australia,Australia
61482,Australia,Australia
61483,Australia,Australia
61484,Australia,Australia
61485,Australia,Australia
61486,Australia,Australia
61487,Australia,Australia
61488,United Kingdom,United Kingdom
61489,United Kingdom,United Kingdom
61490,France,France
61491,France,France
61492,United Kingdom,United Kingdom
61493,United States,Northwest
61494,United States,Northwest
61495,Canada,Canada
61496,Canada,Canada
61497,United States,Northwest
61498,United States,Northwest
61499,Canada,Canada
61500,United States,Southwest
61501,United States,Northwest
61502,Canada,Canada
61503,United States,Northwest
61504,Canada,Canada
61505,United States,Southwest
61506,United States,Southwest
61507,Canada,Canada
61508,United Kingdom,United Kingdom
61509,United Kingdom,United Kingdom
61510,United Kingdom,United Kingdom
61511,France,France
61512,United Kingdom,United Kingdom
61513,Germany,Germany
61514,Germany,Germany
61515,United Kingdom,United Kingdom
61516,United Kingdom,United Kingdom
61517,Canada,Canada
61518,United States,Northwest
61519,United States,Northwest
61520,United States,Northwest
61521,Canada,Canada
61522,Australia,Australia
61523,Australia,Australia
61524,Australia,Australia
61525,Australia,Australia
61526,Canada,Canada
61527,Canada,Canada
61528,United States,Southwest
61529,Canada,Canada
61530,Canada,Canada
61531,United States,Southwest
61532,United States,Northwest
61533,United States,Southwest
61534,United States,Northwest
61535,United States,Northwest
61536,United States,Southwest
61537,United Kingdom,United Kingdom
61538,Australia,Australia
61539,Australia,Australia
61540,Australia,Australia
61541,Australia,Australia
61542,Australia,Australia
61543,Australia,Australia
61544,Australia,Australia
61545,Australia,Australia
61546,Australia,Australia
61547,Germany,Germany
61548,Germany,Germany
61549,United Kingdom,United Kingdom
61550,United Kingdom,United Kingdom
61551,United States,Southwest
61552,Canada,Canada
61553,United States,Southwest
61554,United States,Southwest
61555,Canada,Canada
